opportunity_id,customer_id,product_id,opportunity_name,stage,amount,probability,close_date,created_date,opportunity_type,region,sales_rep,lead_source,competitor
OPP-000684,CUST-000872,PROD-000017,Company N872 - Product Q,Negotiation,237232.46,64,2025-02-10,2024-10-13,Cross-sell,Latin America,Rep_2,Referral,Competitor C
OPP-000685,CUST-000465,PROD-000013,Company W465 - Product M,Qualification,12642.68,27,2023-07-03,2023-06-02,New Business,North America,Rep_41,Referral,
OPP-000686,CUST-000096,PROD-000016,Company R96 - Product P,Prospecting,554909.05,27,2025-10-31,2025-05-15,Renewal,EMEA,Rep_20,Partner,Competitor A
OPP-000687,CUST-000466,PROD-000016,Company X466 - Product P,Closed Lost,719305.25,72,2024-08-10,2024-03-23,Upsell,APAC,Rep_16,Web,Competitor C
OPP-000688,CUST-000192,PROD-000001,Company J192 - Product A,Qualification,628458.57,51,2023-07-07,2023-03-09,Cross-sell,Latin America,Rep_31,Marketing,Competitor A
OPP-000689,CUST-000991,PROD-000012,Company C991 - Product L,Proposal,886151.83,14,2023-06-29,2023-01-19,New Business,APAC,Rep_5,Referral,Competitor C
OPP-000690,CUST-000426,PROD-000013,Company J426 - Product M,Closed Won,770897.67,100,2025-02-06,2024-12-06,Upsell,EMEA,Rep_45,Web,Competitor B
OPP-000691,CUST-000866,PROD-000006,Company H866 - Product F,Closed Lost,57179.84,36,2023-12-16,2023-08-01,New Business,EMEA,Rep_23,Web,Competitor B
OPP-000692,CUST-000253,PROD-000007,Company S253 - Product G,Qualification,329016.41,29,2023-10-25,2023-05-13,Upsell,APAC,Rep_23,Marketing,Competitor B
OPP-000693,CUST-000587,PROD-000007,Company O587 - Product G,Proposal,685974.82,91,2025-02-24,2024-11-16,Upsell,EMEA,Rep_11,Web,Competitor C
OPP-000694,CUST-000453,PROD-000006,Company K453 - Product F,Qualification,578572.49,65,2025-09-29,2025-04-06,Upsell,EMEA,Rep_21,Referral,Competitor A
OPP-000695,CUST-000508,PROD-000006,Company N508 - Product F,Closed Won,120738.65,63,2025-10-13,2025-06-04,Upsell,APAC,Rep_45,Marketing,
OPP-000696,CUST-000822,PROD-000014,Company P822 - Product N,Negotiation,616094.15,81,2025-10-07,2025-05-10,Cross-sell,EMEA,Rep_14,Marketing,Competitor B
OPP-000697,CUST-000322,PROD-000005,Company J322 - Product E,Prospecting,261696.76,45,2023-11-02,2023-07-31,New Business,Latin America,Rep_6,Marketing,
OPP-000698,CUST-000350,PROD-000015,Company L350 - Product O,Negotiation,397054.08,84,2023-09-07,2023-04-12,New Business,APAC,Rep_25,Marketing,
OPP-000699,CUST-000954,PROD-000012,Company R954 - Product L,Proposal,790891.16,52,2024-04-10,2023-10-22,New Business,North America,Rep_30,Marketing,Competitor C
OPP-000700,CUST-000121,PROD-000016,Company Q121 - Product P,Closed Lost,104033.86,62,2025-05-02,2025-01-16,Upsell,APAC,Rep_44,Referral,
OPP-000701,CUST-000489,PROD-000011,Company U489 - Product K,Closed Lost,178256.83,10,2025-10-27,2025-04-30,Upsell,APAC,Rep_32,Partner,Competitor A
OPP-000702,CUST-000181,PROD-000008,Company Y181 - Product H,Proposal,16010.48,12,2023-09-13,2023-05-02,Renewal,Latin America,Rep_33,Marketing,Competitor B
OPP-000703,CUST-000961,PROD-000015,Company Y961 - Product O,Proposal,838092.69,100,2023-08-28,2023-05-06,Cross-sell,EMEA,Rep_48,Sales,Competitor B
OPP-000704,CUST-000614,PROD-000013,Company P614 - Product M,Qualification,141827.53,80,2025-01-25,2024-12-14,Cross-sell,Latin America,Rep_22,Referral,
OPP-000705,CUST-000291,PROD-000001,Company E291 - Product A,Negotiation,651442.42,91,2023-11-01,2023-07-17,Upsell,Latin America,Rep_35,Partner,Competitor C
OPP-000706,CUST-000998,PROD-000017,Company J998 - Product Q,Prospecting,955100.52,49,2025-07-03,2025-01-27,Renewal,APAC,Rep_46,Sales,Competitor C
OPP-000707,CUST-000569,PROD-000012,Company W569 - Product L,Closed Lost,206492.52,56,2025-03-16,2025-02-03,New Business,EMEA,Rep_12,Marketing,Competitor A
OPP-000708,CUST-000205,PROD-000006,Company W205 - Product F,Proposal,778530.56,51,2025-11-13,2025-07-25,Renewal,APAC,Rep_41,Sales,
OPP-000709,CUST-000362,PROD-000004,Company X362 - Product D,Closed Lost,547864.89,78,2024-06-15,2024-04-01,Renewal,Latin America,Rep_32,Marketing,Competitor B
OPP-000710,CUST-000944,PROD-000004,Company H944 - Product D,Negotiation,283596.77,85,2023-04-29,2023-03-26,Upsell,North America,Rep_45,Marketing,Competitor C
OPP-000711,CUST-000587,PROD-000013,Company O587 - Product M,Proposal,804318.24,78,2025-12-25,2025-07-19,New Business,EMEA,Rep_11,Referral,
OPP-000712,CUST-000089,PROD-000012,Company K89 - Product L,Closed Won,437448.76,49,2023-07-03,2023-05-01,Upsell,APAC,Rep_8,Referral,Competitor B
OPP-000713,CUST-000738,PROD-000010,Company J738 - Product J,Closed Lost,335192.01,98,2024-04-26,2024-01-12,Cross-sell,APAC,Rep_31,Referral,Competitor B
OPP-000714,CUST-000541,PROD-000010,Company U541 - Product J,Proposal,739087.71,55,2023-08-09,2023-02-16,Renewal,Latin America,Rep_9,Web,Competitor C
OPP-000715,CUST-000366,PROD-000014,Company B366 - Product N,Negotiation,603588.52,21,2024-05-27,2024-03-31,Upsell,EMEA,Rep_28,Web,
OPP-000716,CUST-000651,PROD-000018,Company A651 - Product R,Closed Won,231264.68,100,2025-07-13,2025-03-27,Cross-sell,North America,Rep_3,Web,
OPP-000717,CUST-000362,PROD-000016,Company X362 - Product P,Qualification,447730.4,42,2026-01-12,2025-09-21,New Business,Latin America,Rep_32,Marketing,
OPP-000718,CUST-000775,PROD-000009,Company U775 - Product I,Closed Won,574287.22,55,2023-06-15,2023-01-01,Renewal,APAC,Rep_31,Marketing,Competitor A
OPP-000719,CUST-000557,PROD-000015,Company K557 - Product O,Proposal,662704.58,31,2025-09-02,2025-06-18,New Business,EMEA,Rep_37,Sales,Competitor B
OPP-000720,CUST-000621,PROD-000008,Company W621 - Product H,Closed Lost,526471.03,58,2024-03-09,2024-01-24,New Business,Latin America,Rep_45,Referral,Competitor B
OPP-000721,CUST-000696,PROD-000016,Company T696 - Product P,Negotiation,438296.73,19,2023-12-08,2023-10-06,Upsell,Latin America,Rep_29,Marketing,
OPP-000722,CUST-000225,PROD-000001,Company Q225 - Product A,Negotiation,903478.82,24,2024-01-16,2023-10-15,Renewal,North America,Rep_34,Referral,
OPP-000723,CUST-000409,PROD-000003,Company S409 - Product C,Negotiation,114081.22,52,2023-09-17,2023-05-10,New Business,North America,Rep_29,Sales,Competitor B
OPP-000724,CUST-000388,PROD-000009,Company X388 - Product I,Closed Lost,490892.5,79,2024-11-26,2024-06-17,Cross-sell,Latin America,Rep_37,Sales,
OPP-000725,CUST-000066,PROD-000012,Company N66 - Product L,Closed Lost,646281.35,81,2024-06-19,2024-01-10,Renewal,Latin America,Rep_19,Referral,Competitor A
OPP-000726,CUST-000083,PROD-000015,Company E83 - Product O,Proposal,778182.9,83,2024-12-09,2024-07-13,Renewal,Latin America,Rep_16,Sales,Competitor A
OPP-000727,CUST-000499,PROD-000009,Company E499 - Product I,Closed Won,18467.38,10,2025-05-28,2024-12-29,Upsell,Latin America,Rep_1,Web,
OPP-000728,CUST-000276,PROD-000018,Company P276 - Product R,Closed Won,586568.51,88,2024-02-02,2023-10-19,Cross-sell,North America,Rep_29,Partner,
OPP-000729,CUST-000576,PROD-000007,Company D576 - Product G,Closed Lost,662853.11,49,2025-03-11,2024-12-01,New Business,Latin America,Rep_6,Marketing,
OPP-000730,CUST-000582,PROD-000012,Company J582 - Product L,Closed Won,906570.39,31,2024-07-05,2024-02-17,Upsell,Latin America,Rep_22,Web,Competitor C
OPP-000731,CUST-000871,PROD-000017,Company M871 - Product Q,Closed Lost,239936.99,67,2024-02-16,2023-10-19,New Business,EMEA,Rep_36,Web,Competitor A
OPP-000732,CUST-000997,PROD-000014,Company I997 - Product N,Closed Lost,266524.4,53,2026-02-11,2025-08-17,Upsell,North America,Rep_1,Referral,
OPP-000733,CUST-000324,PROD-000011,Company L324 - Product K,Closed Lost,640462.11,82,2024-01-16,2023-12-04,Renewal,North America,Rep_31,Referral,
OPP-000734,CUST-000833,PROD-000006,Company A833 - Product F,Negotiation,370235.53,50,2026-02-08,2025-09-16,Upsell,North America,Rep_16,Web,Competitor C
OPP-000735,CUST-000190,PROD-000006,Company H190 - Product F,Closed Lost,986360.04,80,2024-04-19,2024-03-02,Renewal,EMEA,Rep_11,Web,
OPP-000736,CUST-000099,PROD-000008,Company U99 - Product H,Qualification,991072.71,96,2023-12-22,2023-11-13,Renewal,North America,Rep_19,Sales,Competitor A
OPP-000737,CUST-000804,PROD-000006,Company X804 - Product F,Closed Lost,673224.73,97,2024-08-25,2024-03-29,Renewal,EMEA,Rep_49,Web,Competitor A
OPP-000738,CUST-000372,PROD-000012,Company H372 - Product L,Closed Lost,640452.76,34,2025-10-08,2025-06-20,New Business,APAC,Rep_49,Marketing,
OPP-000739,CUST-000238,PROD-000011,Company D238 - Product K,Closed Won,225732.89,84,2024-08-13,2024-06-04,Upsell,EMEA,Rep_20,Sales,Competitor B
OPP-000740,CUST-000075,PROD-000015,Company W75 - Product O,Closed Lost,506038.84,46,2025-02-04,2025-01-02,Upsell,APAC,Rep_4,Sales,
OPP-000741,CUST-000429,PROD-000006,Company M429 - Product F,Closed Won,607974.62,26,2025-02-05,2024-08-18,Cross-sell,EMEA,Rep_14,Marketing,Competitor B
OPP-000742,CUST-000563,PROD-000011,Company Q563 - Product K,Prospecting,767329.51,27,2023-12-26,2023-08-18,Cross-sell,North America,Rep_5,Sales,Competitor B
OPP-000743,CUST-000898,PROD-000018,Company N898 - Product R,Qualification,320426.35,95,2024-08-06,2024-04-14,New Business,Latin America,Rep_32,Partner,
OPP-000744,CUST-000530,PROD-000003,Company J530 - Product C,Qualification,269856.88,98,2024-05-19,2024-04-06,Upsell,APAC,Rep_36,Sales,Competitor B
OPP-000745,CUST-000564,PROD-000017,Company R564 - Product Q,Proposal,487250.7,19,2023-12-22,2023-09-09,Renewal,EMEA,Rep_46,Referral,Competitor C
OPP-000746,CUST-000597,PROD-000004,Company Y597 - Product D,Prospecting,589308.46,100,2025-10-25,2025-06-26,Cross-sell,EMEA,Rep_16,Partner,Competitor C
OPP-000747,CUST-000728,PROD-000003,Company Z728 - Product C,Negotiation,986827.6,15,2025-02-18,2024-12-12,New Business,APAC,Rep_24,Marketing,
OPP-000748,CUST-000958,PROD-000008,Company V958 - Product H,Negotiation,258961.69,34,2023-09-11,2023-04-27,Cross-sell,North America,Rep_7,Partner,Competitor C
OPP-000749,CUST-000384,PROD-000001,Company T384 - Product A,Proposal,801327.47,60,2024-09-27,2024-07-31,Upsell,EMEA,Rep_39,Marketing,
OPP-000750,CUST-000811,PROD-000005,Company E811 - Product E,Qualification,927899.83,86,2024-09-22,2024-07-31,Upsell,APAC,Rep_43,Web,Competitor A
OPP-000751,CUST-000506,PROD-000010,Company L506 - Product J,Negotiation,331678.46,66,2025-09-22,2025-05-12,New Business,EMEA,Rep_15,Sales,Competitor B
OPP-000752,CUST-000416,PROD-000013,Company Z416 - Product M,Qualification,907288.28,79,2025-09-07,2025-06-09,New Business,APAC,Rep_2,Partner,
OPP-000753,CUST-000693,PROD-000011,Company Q693 - Product K,Proposal,425053.87,98,2024-02-28,2023-10-31,Upsell,EMEA,Rep_23,Marketing,Competitor C
OPP-000754,CUST-000132,PROD-000012,Company B132 - Product L,Proposal,330603.61,53,2024-07-11,2024-01-15,Cross-sell,Latin America,Rep_13,Marketing,Competitor B
OPP-000755,CUST-000259,PROD-000011,Company Y259 - Product K,Negotiation,220123.52,52,2026-02-05,2025-09-19,New Business,North America,Rep_34,Web,
OPP-000756,CUST-000949,PROD-000006,Company M949 - Product F,Closed Won,609657.99,96,2024-08-30,2024-05-13,Upsell,EMEA,Rep_17,Sales,Competitor B
OPP-000757,CUST-000810,PROD-000003,Company D810 - Product C,Negotiation,859247.45,34,2024-11-07,2024-05-14,New Business,APAC,Rep_8,Partner,
OPP-000758,CUST-000830,PROD-000008,Company X830 - Product H,Prospecting,524353.1,98,2023-05-09,2023-02-06,Renewal,North America,Rep_28,Referral,
OPP-000759,CUST-000701,PROD-000011,Company Y701 - Product K,Closed Lost,983220.36,28,2025-05-26,2025-01-08,New Business,Latin America,Rep_38,Sales,Competitor B
OPP-000760,CUST-000093,PROD-000016,Company O93 - Product P,Prospecting,568591.44,57,2023-09-27,2023-06-03,New Business,North America,Rep_22,Web,Competitor A
OPP-000761,CUST-000338,PROD-000012,Company Z338 - Product L,Closed Won,46754.95,92,2024-09-08,2024-04-13,New Business,APAC,Rep_34,Marketing,Competitor C
OPP-000762,CUST-000452,PROD-000010,Company J452 - Product J,Prospecting,180917.02,17,2025-02-16,2024-11-25,Upsell,APAC,Rep_32,Partner,Competitor C
OPP-000763,CUST-000203,PROD-000011,Company U203 - Product K,Prospecting,462524.85,86,2025-02-16,2024-09-18,Upsell,EMEA,Rep_35,Marketing,
OPP-000764,CUST-000136,PROD-000006,Company F136 - Product F,Closed Lost,83146.85,93,2023-09-23,2023-07-06,Upsell,North America,Rep_15,Sales,
OPP-000765,CUST-000485,PROD-000005,Company Q485 - Product E,Closed Lost,856616.66,19,2025-04-02,2025-01-22,Renewal,North America,Rep_17,Referral,Competitor B
OPP-000766,CUST-000190,PROD-000012,Company H190 - Product L,Prospecting,851599.85,38,2023-06-01,2023-04-26,Renewal,EMEA,Rep_11,Marketing,Competitor B
OPP-000767,CUST-000898,PROD-000009,Company N898 - Product I,Negotiation,51702.49,17,2023-12-17,2023-06-27,Upsell,Latin America,Rep_32,Sales,
OPP-000768,CUST-000702,PROD-000008,Company Z702 - Product H,Closed Lost,468668.02,45,2023-11-11,2023-08-27,Renewal,Latin America,Rep_30,Marketing,Competitor C
OPP-000769,CUST-000242,PROD-000018,Company H242 - Product R,Closed Won,564063.2,72,2024-04-05,2023-10-20,Renewal,APAC,Rep_29,Sales,
OPP-000770,CUST-000016,PROD-000008,Company P16 - Product H,Qualification,71518.11,34,2025-10-20,2025-08-13,Upsell,APAC,Rep_30,Referral,Competitor A
OPP-000771,CUST-000319,PROD-000009,Company G319 - Product I,Prospecting,981042.23,31,2026-01-25,2025-09-10,New Business,Latin America,Rep_6,Partner,Competitor C
OPP-000772,CUST-000364,PROD-000017,Company Z364 - Product Q,Closed Lost,424895.37,74,2024-08-26,2024-03-01,Cross-sell,EMEA,Rep_22,Sales,Competitor C
OPP-000773,CUST-000825,PROD-000011,Company S825 - Product K,Negotiation,23009.54,82,2024-09-30,2024-05-17,New Business,North America,Rep_31,Web,Competitor C
OPP-000774,CUST-000396,PROD-000002,Company F396 - Product B,Qualification,697826.75,42,2024-07-21,2024-03-26,Upsell,EMEA,Rep_35,Partner,
OPP-000775,CUST-000250,PROD-000013,Company P250 - Product M,Negotiation,554611.18,98,2023-11-13,2023-08-11,Renewal,EMEA,Rep_8,Web,
OPP-000776,CUST-000197,PROD-000012,Company O197 - Product L,Closed Won,268262.51,66,2025-08-15,2025-07-16,Cross-sell,APAC,Rep_2,Web,Competitor C
OPP-000777,CUST-000607,PROD-000012,Company I607 - Product L,Negotiation,463566.72,16,2024-09-23,2024-05-05,New Business,North America,Rep_25,Sales,
OPP-000778,CUST-000067,PROD-000014,Company O67 - Product N,Closed Won,610597.05,29,2024-11-26,2024-06-10,Cross-sell,APAC,Rep_25,Sales,
OPP-000779,CUST-000132,PROD-000010,Company B132 - Product J,Prospecting,797609.77,27,2024-11-26,2024-06-18,Upsell,Latin America,Rep_13,Web,Competitor A
OPP-000780,CUST-000650,PROD-000016,Company Z650 - Product P,Closed Lost,758330.55,42,2025-02-23,2024-12-25,Renewal,APAC,Rep_3,Marketing,Competitor A
OPP-000781,CUST-000858,PROD-000004,Company Z858 - Product D,Qualification,867029.87,19,2024-05-26,2023-12-16,Renewal,Latin America,Rep_18,Marketing,Competitor C
OPP-000782,CUST-000852,PROD-000011,Company T852 - Product K,Closed Lost,720062.98,79,2024-07-11,2024-02-01,New Business,North America,Rep_6,Sales,Competitor A
OPP-000783,CUST-000783,PROD-000016,Company C783 - Product P,Closed Lost,407405.11,49,2025-05-06,2024-12-07,Cross-sell,EMEA,Rep_17,Marketing,Competitor B
OPP-000784,CUST-000008,PROD-000005,Company H8 - Product E,Closed Won,528459.75,25,2024-07-05,2024-04-22,Cross-sell,Latin America,Rep_23,Sales,
OPP-000785,CUST-000585,PROD-000018,Company M585 - Product R,Proposal,245840.17,57,2025-03-11,2024-12-02,New Business,Latin America,Rep_12,Web,Competitor A
OPP-000786,CUST-000117,PROD-000004,Company M117 - Product D,Closed Won,607890.96,88,2023-09-16,2023-03-28,Cross-sell,Latin America,Rep_15,Referral,Competitor A
OPP-000787,CUST-000942,PROD-000017,Company F942 - Product Q,Negotiation,12735.45,99,2024-08-17,2024-06-18,Renewal,APAC,Rep_10,Marketing,
OPP-000788,CUST-000215,PROD-000001,Company G215 - Product A,Closed Lost,688303.41,72,2025-05-04,2025-03-09,Cross-sell,North America,Rep_44,Sales,Competitor A
OPP-000789,CUST-000954,PROD-000009,Company R954 - Product I,Negotiation,652375.6,17,2024-10-03,2024-05-06,Cross-sell,North America,Rep_30,Marketing,Competitor C
OPP-000790,CUST-000699,PROD-000011,Company W699 - Product K,Qualification,430402.33,80,2024-02-14,2023-08-20,Cross-sell,Latin America,Rep_29,Web,
OPP-000791,CUST-000465,PROD-000009,Company W465 - Product I,Negotiation,702394.04,92,2024-05-08,2024-01-24,Renewal,North America,Rep_41,Marketing,Competitor A
OPP-000792,CUST-000485,PROD-000009,Company Q485 - Product I,Prospecting,100674.85,83,2024-01-01,2023-12-02,New Business,North America,Rep_17,Web,Competitor A
OPP-000793,CUST-000218,PROD-000017,Company J218 - Product Q,Prospecting,501398.54,56,2025-05-21,2025-04-14,Upsell,Latin America,Rep_42,Marketing,Competitor C
OPP-000794,CUST-000077,PROD-000001,Company Y77 - Product A,Qualification,354535.43,46,2023-08-12,2023-02-19,Renewal,EMEA,Rep_14,Sales,Competitor B
OPP-000795,CUST-000071,PROD-000009,Company S71 - Product I,Closed Lost,621595.88,14,2025-02-09,2024-12-21,New Business,Latin America,Rep_25,Sales,
OPP-000796,CUST-000375,PROD-000004,Company K375 - Product D,Negotiation,370829.64,89,2025-12-09,2025-07-11,Cross-sell,Latin America,Rep_16,Web,Competitor C
OPP-000797,CUST-000054,PROD-000003,Company B54 - Product C,Qualification,869474.56,64,2025-02-06,2024-10-17,Renewal,Latin America,Rep_28,Partner,Competitor C
OPP-000798,CUST-000019,PROD-000007,Company S19 - Product G,Qualification,353083.15,59,2025-08-05,2025-05-01,Upsell,Latin America,Rep_20,Marketing,Competitor C
OPP-000799,CUST-000855,PROD-000004,Company W855 - Product D,Negotiation,291371.31,54,2023-06-19,2023-03-27,Renewal,APAC,Rep_47,Partner,Competitor A
OPP-000800,CUST-000780,PROD-000017,Company Z780 - Product Q,Closed Lost,852279.55,21,2025-11-07,2025-08-21,Upsell,North America,Rep_7,Web,
OPP-000801,CUST-000701,PROD-000008,Company Y701 - Product H,Qualification,869714.27,64,2025-07-05,2025-02-24,Renewal,Latin America,Rep_38,Web,
OPP-000802,CUST-000904,PROD-000003,Company T904 - Product C,Closed Lost,679299.03,58,2023-05-29,2023-04-28,Cross-sell,APAC,Rep_21,Partner,
OPP-000803,CUST-000826,PROD-000012,Company T826 - Product L,Prospecting,810251.15,68,2025-06-11,2025-02-24,New Business,Latin America,Rep_1,Partner,
OPP-000804,CUST-000754,PROD-000003,Company Z754 - Product C,Closed Won,726351.47,76,2024-04-10,2023-11-02,New Business,APAC,Rep_26,Partner,Competitor C
OPP-000805,CUST-000746,PROD-000005,Company R746 - Product E,Closed Won,44511.51,17,2024-11-17,2024-08-25,Cross-sell,APAC,Rep_26,Referral,
OPP-000806,CUST-000441,PROD-000011,Company Y441 - Product K,Proposal,737126.69,96,2023-10-24,2023-06-25,Renewal,Latin America,Rep_37,Partner,Competitor C
OPP-000807,CUST-000001,PROD-000003,Company A1 - Product C,Prospecting,569288.05,83,2024-05-25,2023-12-05,Renewal,North America,Rep_48,Sales,Competitor B
OPP-000808,CUST-000499,PROD-000013,Company E499 - Product M,Proposal,767204.1,50,2023-11-28,2023-09-22,Renewal,Latin America,Rep_1,Referral,Competitor A
OPP-000809,CUST-000598,PROD-000013,Company Z598 - Product M,Prospecting,99623.88,17,2023-09-19,2023-04-10,Cross-sell,EMEA,Rep_50,Marketing,
OPP-000810,CUST-000542,PROD-000007,Company V542 - Product G,Negotiation,680653.73,75,2024-03-03,2023-09-14,Cross-sell,APAC,Rep_1,Referral,Competitor B
OPP-000811,CUST-000595,PROD-000004,Company W595 - Product D,Qualification,85610.42,55,2025-10-12,2025-04-18,Renewal,North America,Rep_44,Marketing,
OPP-000812,CUST-000586,PROD-000009,Company N586 - Product I,Qualification,61792.17,94,2025-04-07,2024-11-12,Upsell,Latin America,Rep_39,Partner,
OPP-000813,CUST-000344,PROD-000003,Company F344 - Product C,Prospecting,885902.24,28,2023-05-26,2023-01-09,Cross-sell,North America,Rep_30,Sales,Competitor C
OPP-000814,CUST-000674,PROD-000008,Company X674 - Product H,Negotiation,666070.81,27,2024-10-24,2024-09-22,Cross-sell,Latin America,Rep_23,Partner,Competitor C
OPP-000815,CUST-000703,PROD-000014,Company A703 - Product N,Qualification,824409.6,76,2024-12-13,2024-07-13,New Business,Latin America,Rep_46,Referral,Competitor B
OPP-000816,CUST-000652,PROD-000014,Company B652 - Product N,Prospecting,855326.52,46,2026-02-15,2025-09-18,Cross-sell,Latin America,Rep_39,Referral,
OPP-000817,CUST-000409,PROD-000003,Company S409 - Product C,Negotiation,311996.63,10,2024-01-27,2023-10-14,Upsell,North America,Rep_29,Referral,Competitor B
OPP-000818,CUST-000092,PROD-000001,Company N92 - Product A,Negotiation,958826.61,71,2026-02-01,2025-08-15,Cross-sell,APAC,Rep_9,Web,Competitor B
OPP-000819,CUST-000430,PROD-000007,Company N430 - Product G,Proposal,435482.27,68,2023-06-08,2023-03-24,Renewal,APAC,Rep_29,Partner,
OPP-000820,CUST-000951,PROD-000004,Company O951 - Product D,Proposal,350695.74,28,2023-05-05,2023-02-18,Renewal,APAC,Rep_21,Web,
OPP-000821,CUST-000536,PROD-000018,Company P536 - Product R,Closed Won,523285.29,89,2025-02-19,2024-09-26,Renewal,North America,Rep_3,Web,Competitor C
OPP-000822,CUST-000565,PROD-000016,Company S565 - Product P,Proposal,336095.53,43,2024-03-21,2023-10-28,Cross-sell,Latin America,Rep_31,Marketing,Competitor B
OPP-000823,CUST-000136,PROD-000002,Company F136 - Product B,Prospecting,124391.21,88,2023-12-15,2023-10-12,Upsell,North America,Rep_15,Web,Competitor A
OPP-000824,CUST-000115,PROD-000015,Company K115 - Product O,Proposal,962935.38,65,2025-02-22,2024-12-08,Renewal,Latin America,Rep_20,Partner,Competitor A
OPP-000825,CUST-000093,PROD-000001,Company O93 - Product A,Closed Won,216706.91,58,2025-03-19,2024-12-16,New Business,North America,Rep_22,Marketing,Competitor B
OPP-000826,CUST-000284,PROD-000002,Company X284 - Product B,Proposal,843074.21,77,2025-08-21,2025-05-10,Cross-sell,EMEA,Rep_13,Web,
OPP-000827,CUST-000672,PROD-000010,Company V672 - Product J,Negotiation,721579.27,95,2024-01-03,2023-09-06,Renewal,EMEA,Rep_37,Marketing,Competitor A
OPP-000828,CUST-000692,PROD-000005,Company P692 - Product E,Negotiation,558840.56,61,2024-03-08,2024-01-04,Upsell,Latin America,Rep_12,Sales,Competitor A
OPP-000829,CUST-000863,PROD-000018,Company E863 - Product R,Negotiation,37940.64,63,2026-01-09,2025-09-16,Cross-sell,North America,Rep_24,Referral,Competitor A
OPP-000830,CUST-000673,PROD-000006,Company W673 - Product F,Proposal,968122.41,23,2025-10-10,2025-06-06,New Business,EMEA,Rep_37,Sales,Competitor B
OPP-000831,CUST-000324,PROD-000012,Company L324 - Product L,Closed Lost,924565.14,40,2024-07-07,2024-04-05,New Business,North America,Rep_31,Sales,
OPP-000832,CUST-000661,PROD-000004,Company K661 - Product D,Closed Lost,184498.27,93,2026-02-12,2025-09-10,New Business,Latin America,Rep_19,Referral,
OPP-000833,CUST-000877,PROD-000018,Company S877 - Product R,Closed Lost,170331.56,48,2025-03-07,2024-10-12,Cross-sell,Latin America,Rep_43,Web,Competitor B
OPP-000834,CUST-000933,PROD-000010,Company W933 - Product J,Prospecting,801802.74,23,2025-08-03,2025-06-01,New Business,Latin America,Rep_20,Sales,
OPP-000835,CUST-000419,PROD-000010,Company C419 - Product J,Prospecting,496627.3,33,2025-06-06,2024-12-16,Renewal,EMEA,Rep_2,Referral,Competitor A
OPP-000836,CUST-000366,PROD-000009,Company B366 - Product I,Negotiation,422034.46,50,2025-10-30,2025-07-16,Cross-sell,EMEA,Rep_28,Referral,
OPP-000837,CUST-000649,PROD-000009,Company Y649 - Product I,Closed Won,407326.48,39,2024-04-04,2023-12-06,Renewal,EMEA,Rep_19,Partner,Competitor C
OPP-000838,CUST-000246,PROD-000010,Company L246 - Product J,Closed Won,930791.38,31,2023-09-10,2023-03-23,Upsell,APAC,Rep_20,Partner,Competitor B
OPP-000839,CUST-000415,PROD-000004,Company Y415 - Product D,Qualification,915721.5,76,2023-09-03,2023-03-19,Renewal,Latin America,Rep_33,Web,
OPP-000840,CUST-000664,PROD-000015,Company N664 - Product O,Proposal,835839.3,88,2023-05-22,2023-02-12,Renewal,APAC,Rep_20,Referral,
OPP-000841,CUST-000641,PROD-000004,Company Q641 - Product D,Proposal,183847.09,74,2024-08-31,2024-06-22,Cross-sell,APAC,Rep_44,Web,Competitor A
OPP-000842,CUST-000345,PROD-000003,Company G345 - Product C,Qualification,54011.45,20,2024-02-27,2023-12-03,Upsell,Latin America,Rep_38,Referral,
OPP-000843,CUST-000642,PROD-000004,Company R642 - Product D,Negotiation,100259.14,31,2024-10-13,2024-07-22,Upsell,North America,Rep_35,Marketing,Competitor B
OPP-000844,CUST-000331,PROD-000011,Company S331 - Product K,Negotiation,945198.77,76,2025-10-26,2025-06-07,Cross-sell,Latin America,Rep_9,Sales,
OPP-000845,CUST-000329,PROD-000013,Company Q329 - Product M,Closed Lost,485724.87,59,2025-10-12,2025-08-09,Renewal,EMEA,Rep_26,Referral,Competitor C
OPP-000846,CUST-000047,PROD-000009,Company U47 - Product I,Negotiation,152584.89,69,2023-11-13,2023-07-10,New Business,EMEA,Rep_27,Sales,Competitor B
OPP-000847,CUST-000232,PROD-000004,Company X232 - Product D,Closed Won,994001.95,71,2023-05-31,2023-01-07,Upsell,EMEA,Rep_32,Partner,
OPP-000848,CUST-000476,PROD-000001,Company H476 - Product A,Prospecting,957022.12,10,2026-02-01,2025-09-20,Upsell,North America,Rep_11,Referral,Competitor B
OPP-000849,CUST-000884,PROD-000008,Company Z884 - Product H,Qualification,273300.19,91,2025-08-19,2025-04-23,Cross-sell,APAC,Rep_32,Web,Competitor B
OPP-000850,CUST-000831,PROD-000001,Company Y831 - Product A,Negotiation,181749.42,93,2024-02-18,2023-12-17,Renewal,EMEA,Rep_44,Web,Competitor A
OPP-000851,CUST-000099,PROD-000002,Company U99 - Product B,Proposal,337285.74,53,2023-08-11,2023-02-27,Cross-sell,North America,Rep_19,Referral,
OPP-000852,CUST-000236,PROD-000008,Company B236 - Product H,Prospecting,942103.12,69,2023-11-06,2023-08-12,Upsell,APAC,Rep_16,Sales,
OPP-000853,CUST-000422,PROD-000007,Company F422 - Product G,Negotiation,923553.08,12,2024-04-06,2023-12-19,Upsell,APAC,Rep_12,Partner,Competitor A
